university,count
OVGU Magdeburg,2
UVA,2
KISTI,2
CityUHK,2
Tsinghua Shenzhen International Graduate School,2
University of Wisconsin Madison,2
"School of Computing, National University of Singapore, Singapore",2
Qatar Computing Research Institute - Hamad Bin Khalifa University,2
KDD-Lab ISTI-CNR Pisa,2
York University,2
"Hochschule für Technik und Wirtschaft Berlin (HTW Berlin), University of Applied Sciences",2
University of Georgia,2
Toyota Motor Corporation,2
Google LLC.,2
University of Melbourne,2
San Diego State University,2
IST and INESC-ID - Instituto Superior Tecnico,2
National Research Council Canada,2
University of Trento,2
Department of Information Engineering and Computer Science,2
Ordnance Survey,2
Kazuyuki Shoji,2
University of Mannheim,2
Universite Libre de Bruxelles,2
Professorship of Big Geospatial Data Management,2
University of Maryland Baltimore County,2
University of Stuttgart,2
Harokopio University of Athens,2
Technical University Dortmund,2
Japan Broadcasting Corporation,2
NHK Global Media Servises,2
Riemann Lab,2
Artificial Intelligence Research Institute,2
The American University in Cairo,2
Department of Informatics,2
College of William and Mary,2
University of Konstanz,2
"Data61, CSIRO",2
Université libre de Bruxelles,2
Oak Ridge National Laboratory,2
Université Libre de Bruxelles,2
Athena Research Center,2
University of Applied Sciences Osnabrück,2
"Toyota Central R&D Labs., Inc.",2
University of Hong Kong,2
Colorado State University,2
"Department of Computer Science, University of Arizona",2
Shinsuke,2
Fraunhofer Institute for Material Flow and Logistics (IML),2
"Tokyo Electric Power Company Holdings, Inc.",2
University of Notre Dame,2
Tokyo institute of Technology,2
United States Air Force Academy,2
Ryosuke,2
Francesco,2
HAR,2
University of Oulu,1
Norwegian University of Science and Technology,1
Technical University of Denmark,1
"NEC Laboratories Europe GmbH, i2CAT Foundation, and ICREA",1
"University of Surrey, UK",1
NYU Abu Dhabi,1
NOVA LINCS & NOVA School of Science and Technology,1
BT,1
Samsung Research,1
University of Illinois at Urbana-Champaign/VMware,1
"University of Hawaii, Manoa",1
Google X,1
KTH Royal Institute of Technology / Roma Tre University,1
"ATHENE Center, Goethe University Frankfurt & Fraunhofer SIT",1
"Huawei Technologies Co. Ltd., Paris, France) Matteo Boffa (Politecnico di Torino) Rodolfo Valentim (Politecnico di Torino) Jose Manuel Navarro (Huawei Technologies Co., Ltd., Paris, France) Fuxing Chen (Huawei Technologies Co. Ltd., Paris, France) Xiaosheng Bao (Huawei Technologies Co., Ltd., Paris, France) Zied Ben Houidi (Huawei Technologies Co. Ltd., Paris, France) Dario Rossi (Huawei Technologies Co. Ltd., Paris, France",1
Harvard University) Jiaqi Gao (Alibaba) Xiaoqi Chen (VMware Research) Gianni Antichi (Politecnico di Milano and Queen Mary University of London) Ran Ben Basat (UCL) Michael Mingchao Shao (Meta) Ying Zhang (Meta) Minlan Yu (Harvard University,1
"Huawei Cloud Computing Technologies Co., Ltd.",1
"Nanjing University) Yihang Lv (Huawei Cloud Computing Technologies Co., Ltd.) Xiaoming Fu (Goettingen University and Fudan University",1
"CISPA Helmholtz Center for Information Security) Adrien Schoen (Inria, Univ Rennes, IRISA) Gregory Blanc (Télécom SudParis, Institut Polytechnique de Paris) Pierre-Francois Gimenez (PIRAT, CentraleSupélec, Inria, Univ Rennes, CNRS, IRISA",1
"University of California, Irvine) Junyang Zhang (University of California, Irvine) Nina Narodytska (VMware Research) Sangeetha Abdu Jyothi (University of California, Irvine and VMware Research",1
Beijing University of Posts and Telecommunications) Yuchao Zhang (Beijing University of Posts and Telecommunications) PeiZhuang Cong (Beijing University of Posts and Telecommunications) Wendong Wang (Beijing University of Posts and Telecommunications,1
"UT Austin) Yifan Yang (Microsoft Research Asia) Shuozhe Li (UT Austin) Lili Qiu (Microsoft Research Asia, UT Austin) Diyuan Dai (UT Austin) Yuqing Yang (Microsoft Research Asia",1
"Indian Institute of Technology, Hyderabad) Harikrishan V. (Indian Institute of Technology, Hyderabad) Patel Heetkumar (Indian Institute of Technology, Hyderabad) Praveen Tammana (Indian Institute of Technology, Hyderabad",1
Faro: a scalable and reliable outage detection algorithm for IoT Mobile Virtual Network Aggregators Long,1
Intel Corporation,1
"Institute of Computing Technology, University of Chinese Academy of Sciences",1
ICT/CAS,1
"ICT, CAS; UCAS, China",1
NYU,1
Politecnico di Milano & Queen Mary University of London,1
"CNRS, Ecole Polytechnique",1
Huawei Technologies Canada,1
China Telecom,1
Huawei Technologies China,1
"Aalto University, CNAM",1
"Aalto University, Universitat Politecnica de Valencia",1
Université Savoie Mont Blanc,1
Cal Poly,1
Technical University of Munich (TUM),1
Zhukun Wang,1
Saarland University,1
Dalhousie University,1
"Computer Science, Dalhousie University",1
"INESC-ID, Instituto Superior Técnico, University of Lisbon",1
"Associate Professor, University of Michigan, Ann Arbor.",1
"IIJ Research Laboratory, Japan",1
"University of Liège, Belgium",1
The University of Iowa,1
Akamai/Hong Kong Polytechnic University,1
Walton Institute,1
Akamai Technologies/Massachusetts Institute of Technology,1
Kaizen Tech,1
BENOCS GmbH & Technical University of Munich,1
FIT CTU & CESNET,1
"the Ohio State University, USA",1
"Washington University in St. Louis, USA",1
"Universidad Rey Juan Carlos, Spain",1
"University of Massachusetts Amherst MA, USA",1
"School of CSE, Huazhong University of Science and Technology, China",1
Kensuke Fukuda,1
"Nanjing University & University of Goettingen, China",1
"University of Science and Technology of China & School of Computer Science and Technology, China",1
"University of California at Santa Cruz, USA",1
"University of South Carolina, USA",1
"Universidad Carlos III de Madrid, Spain",1
Xi'an jiaotong University,1
"Chinaso, China",1
"Southern University of Science and Technology & Peng Cheng Laboratory, China",1
"University of Massachusetts, Amherst, USA",1
"Stanford University, USA",1
"Sirris, Belgium",1
"NTT Network Innovation Labs., Japan",1
"East China Jiaotong University, China & University of South China, China",1
"Max Planck Institute for Informatics, Germany",1
"ARM Research, USA",1
"Khon Kaen University, Thailand",1
"The Australian National University, Australia",1
"Institute for Developemnt and Research in Banking Technologies, India",1
"Ben Gurion University, Israel",1
"Ben-Gurion University of the Negev, Israel",1
"National Institute of Standards and Technology, USA",1
"University of California, Berkeley, China",1
"University of Nebraska, USA",1
"China Coal Research Institute, China",1
"State University of New York at Binghamton, USA",1
"Shenzhen University, unknown",1
"NEXCEPTA INC, USA",1
"University of Electronic Science and Technology of China (UESTC), China",1
"University of Utah, USA",1
"US Army Research Laboratory, USA",1
"Tencent Technology Co. Ltd, China",1
"University of Chicago, USA",1
"Imdea Networks, Spain",1
"Beijing University of Technology, China",1
"Tsinghua University, China & Zhongguancun Laboratory, China",1
"New York University, USA",1
"Fortinet, Inc., USA",1
"NYU Tandon School of Engineering, USA",1
"Communication University of China, China",1
"Huazhong University of Science and Technology & HUST, China",1
"Beijing University of Aeronautics and Astronautics, China",1
"University of Geosciences, China",1
"Microsoft Cloud&AI, USA",1
"Xiamen University, USA",1
"Alibaba Cloud & Shanghai Jiao Tong University, China",1
"Alibaba Group & Zhejiang University, China",1
"WINLAB, Rutgers University, USA",1
"IMO Ventures, China",1
"University of Wisconsin Madison, USA",1
"WISC, France",1
"University of California Los Angeles, USA",1
"SUSTech, China",1
"& Peng Cheng Laboratory, China",1
"The National Computer Network Emergency Response Technical Team Coordination Center of China, China",1
"Ozyegin University, Turkey",1
"Alibaba, China",1
"Douglas College, Canada",1
"Institute of Information Engineering, University of Chinese Academy of Sciences, China",1
"The Hang Seng University of Hong Kong, Hong Kong",1
"Universitat Rovira i Virgili, Spain",1
"China University of Geosciences (wuhan) & China University of Geosciences, China",1
"Durham University, UK",1
"IMDEA Networks Institute, Spain & Information Technology University, Pakistan",1
Vincenzo Mancuso and Marco G Ajmone Marsan,1
"HES SO Valais, Switzerland & Universita' di Foggia, Italy",1
"University of Murcia & University Carlos III, Spain",1
"University of California at Merced, USA",1
"Universidade Federal de Minas Gerais, Brazil",1
"UFMG, Brazil",1
"University of Illinois at Chicago, USA",1
"Technion, Israel",1
"Northeastern University, Boston, MA, US, USA",1
"CNIC & Chinese Academy of Sciences, China",1
"CNIC Chinese Academy of Sciences, China",1
"Budapest University of Technology and Economics (BME), Hungary",1
"UC Riverside, USA",1
"University of California, Riverside, USA",1
"Ibaraki University, Japan",1
"University of Texas at Dallas, USA",1
"University of Padua, Italy",1
"Technische Universität Darmstadt & Secure Mobile Networking Lab, Germany",1
"Virginia Polytechnic Institute and State University, USA",1
"Technical University of Berlin, Germany",1
"The University of Hong Kong & The Hong Kong Polytechnic University, Hong Kong",1
"Beijing University of Posts And Telecommunications, China",1
"Indiana University-Purdue University Indianapolis, USA",1
"IUPUI, USA",1
"Stanford University & Massachusetts Institute of Technology, USA",1
"RWTH Aachen University, Germany & Aalto University, Finland",1
"Huawei Noah's Ark Lab, China",1
"Northeastern University & No Company, China",1
"Technion - Israel Institute of Technology & Google, Israel",1
Xinchen Zhang and Running Zhao,1
"The University of Hong Kong, China",1
"The University of Hong Kong & Uppsala University, Hong Kong",1
"Nokia Bell Labs, Germany",1
"Mei Tuan, China",1
"Institute of Computing Technology, China",1
"University of Wisconsin - Madison, USA",1
"Boston University, USA",1
"Colgate University, USA",1
Anouk S. Goossens,1
"University of Groningen, The Netherlands",1
"TU Ilmenau, Germany",1
"TU Dortmund, Germany",1
"School of Data and Computer Science, Sun Yat-sen University, China",1
"Chinamobile Cloud Centre, China",1
"MS at Northeastern University, USA",1
"The University of Texas Arlington, USA",1
"The University of Adelaide, Australia",1
"University of Adelaide, Australia",1
"Alibaba Cloud & Zhejiang University, China",1
"Tsinghua University and Alibaba Group, China",1
"City University of Hong Kong, China",1
"Institute for Network Sciences and Cyberspace, Tsinghua University, China",1
"Huawei Theory Lab, Hong Kong",1
"Sun Yat-Sen University, China & Peng Cheng Laboratory, China",1
"Shenzhen University, China & The University of British Columbia, Canada",1
"Xi an Jiaotong University, China",1
"Drexel University, USA",1
"Texas A and M University, USA",1
Christoph F Mecklenbräuker,1
"UCSD, USA",1
"TU Wien, Austria",1
"Microsoft, United Kingdom (Great Britain)",1
Francesco Restuccia and Tommaso Melodia,1
"University of Oklahoma, USA",1
"University of Miami, USA",1
"ELTE, Eötvös Loránd University, Hungary",1
"Macau University of Science and Technology, Macao",1
"University of Liverpool, United Kingdom (Great Britain)",1
"Reichman University, Israel",1
"Tel Aviv University, Israel",1
"Hong Kong University of Science and Technology (Guangzhou) & Sun Yat-Sen University, China",1
"Tsinghua University & Shanghai Artificial Intelligence Laboratory, China",1
"Graduate School at Shenzhen, Tsinghua University, China",1
"BestPay Co.，Ltd，China Telecom, China",1
"Bestpay Co., Ltd, China Telecom, China",1
"Indian Institute of Technology Bombay, India",1
"Innopolis University, Russia",1
Sarit Mukherjee and Limin Wang,1
"University of Göttingen, Germany & Protocol Labs Inc., USA",1
"Hong Kong University of Science & Technology (GZ), China",1
"Protocol Labs & University College London, United Kingdom (Great Britain)",1
"FIZ-Karlsruhe, Germany",1
"Queen Mary University of London, United Kingdom (Great Britain)",1
"Guangxi Normal University, China",1
"Hangzhou Innovation Institute, Beihang University & Beihang University, China",1
"National Taiwan University, Taiwan",1
"Georgia State University, USA",1
Vallabh Ramakanth,1
"Sejong University, Korea (South)",1
"National Yang-Ming Chiao-Tung University, Taiwan",1
"Xiamen, China",1
"Telecom Paris, Institute Polytechnique de Paris, France",1
"Nokia Bell Labs, France",1
"Telecom Paris, France",1
"Shanghai JiaoTong University, China",1
"University of Granada, Spain",1
"Politecnico di Torino, Italy",1
"Shenzhen Institute of Computing Sciences, China",1
"Unaffiliated, China",1
"University of Electronic Science and Technology, China",1
"ByteDance, China",1
"Bytedance Ltd., China",1
"Bytedance, China",1
"Non, China",1
"Bytedance Inc., China",1
"Tsinghua Shenzhen Internation Graduate School, China",1
"Tencent Quantum Laboratory, Hong Kong",1
"Tencent Quantum Laboratory, China",1
Francesco Malandrino,1
"University of California Irvine, USA",1
"CNR-IEIIT, Italy",1
"Beijing University of Posts & Telecommunications, TU Wien, China",1
"Huawei Technologies Co., Ltd, China",1
"Zhejiang University & Singapore University of Technology and Design, China",1
"Indian Institute of Technology Hyderabad, India",1
"IIT Hyderabad, India",1
"Expatiate Communications, USA",1
"ByteDance Technology Co., Ltd., China",1
"ByteDance Inc., China",1
"Lancaster University, United Kingdom (Great Britain)",1
"University of Plymouth, United Kingdom (Great Britain)",1
Tommaso Melodia and Francesco Restuccia,1
"CISS, Denmark",1
"University of Minnesota at Duluth, USA",1
"TsingHua University, China",1
"University of Nanjing, China",1
"University of Luxembourg & SnTInterdisciplinary Centre for Security, Reliability and Trust (SnT), Luxembourg",1
"University of Luxembourg, Luxembourg",1
"Bordeaux-INP, France",1
"SAP SE & TU Darmstadt, Germany",1
"Vivenu & TU Darmstadt, Germany",1
"Huawei Technologies, Germany",1
"Università della Svizzera Italiana (USI), Switzerland & Purdue University, TU Darmstadt, SensorHound Inc., USA",1
"Paderborn University, Germany & Vrije Universiteit Amsterdam, The Netherlands",1
Takashi Uchida and Yuki Matsuda,1
Yuki Arikawa,1
"NTT Device Technology Labs, NTT Corporation, Japan",1
"University of Duisburg-Essen, Germany",1
"McMaster University, Canada",1
"École de Technologie Supérieure, Canada",1
"Ecole de Technologie Superieure, Canada",1
"Korea Institute of Science and Technology (KIST), Korea (South)",1
"Stratifyd Inc., USA",1
"University College Dublin and VistaMilk SFI, Ireland",1
"University College Dublin, Ireland",1
Hyunseok Chang and Sarit Mukherjee,1
"Intel Asia-Pacific Research & Development Ltd., China",1
"University of Michigan, Ann Arbor, USA",1
"Atheraxon, USA",1
"Chinatelecom Research Institute, China",1
"Shandong Future Network Research Institute, China",1
"Institute of Information Technology, Alpen-Adria Universität Klagenfurt, Austria",1
"University of Klagenfurt, Austria",1
"Alpen-Adria-Universität Klagenfurt & Bitmovin, Austria",1
"Klagenfurt University, Austria",1
"Clemson & Clemson University, USA",1
"China United Network Telecommunications Corporation Limited, China",1
"ZJU-UIUC Institute, Zhejiang University, China",1
"Linköping University, Sweden",1
"DGIST, Korea (South)",1
"Zhejiang Lab, Hangzhou, Zhejiang, China",1
"Central University of Finance and Economics, China",1
"Zhejiang Sci-Tech University, China",1
"Nankai University, China & Simon Fraser University, Canada",1
"University of Mississippi, USA",1
"National Institute of Information and Communications Technology & Osaka University, Japan",1
"Kyoto Sangyo University, Japan",1
"Osaka Metropolitan University, Japan",1
Vitalii Demianiuk,1
"Università Della Svizzera Italiana (USI), Switzerland & TurbaAI, Germany",1
"TurbaAI, Germany",1
"Harbour Space University, Spain",1
"Università Della Svizzera Italiana (USI), Switzerland",1
"Northwest A&F University, China",1
"Institute 706The Second Academy of China Aerospace Science & Industry Corp., China",1
"Technische Universität Dresden, Germany",1
"University of Science and Technology of China & Nanjing University, China",1
"University of Essex, United Kingdom (Great Britain)",1
"New Jersey Institute of Technology & The Ohio State University, USA",1
"Huawei Technologies Co. Ltd., China",1
"The State Radio Monitoring Center, China",1
"Beihang University, China & Zhongguancun Laboratory, China",1
"Nankai University, China",1
"Beijing Academy of Blockchain and Edge Computing, China",1
"The Institute of Artificial Intelligence, Beihang University, China",1
"Tsinghua University & Institute of Software, Chinese Academy of Sciences, China",1
"Central South University & Jiangxi University of Science and Technology, China",1
"Jiangxi University of Science and Technology, China",1
"IMDEA Networks Institute & Universidad Carlos III de Madrid, Spain",1
"Cnam, France & Ericsson France, France",1
"Ericsson, France",1
"Expert, Sweden",1
"Conservatoire National des Arts et Métiers, France",1
"Cnam, France",1
"South China University of Technology, China",1
Md Ashikul Haque and Abusayeed Saifullah,1
"Wayne State University, USA",1
"Universtiy of Otago, New Zealand",1
"Sapienza University of Rome, Italy",1
"Innovation Academy for Microsatellites, Chinese Academy of Sciences, China",1
"German Aerospace Center (DLR), Germany",1
"Università degli Studi di Padova, Italy",1
Hichem Guerboukha,1
"University of Missouri-Kansas City, USA",1
"Huawei Technologies, China & The George Washington University, USA",1
"China University of Mining and Technology, China",1
"Changsha University of Science and Technology & Hong Kong University of Science and Technology, China",1
"Heriot-Watt University, United Kingdom (Great Britain)",1
"University of Amsterdam & QuSoft, Germany",1
"The Chinese University of Hong Kong, ShenZhen, China",1
"NingboTech University, China",1
Usama Ejaz,1
"The Islamia University of Bahawalpur, Pakistan",1
"The Chinese University of Hong Kong, Hong Kong & Purdue University, West Lafayette (on Leave), USA",1
"Universitas Mercatorum, Italy",1
"University of Bologna, Italy",1
"University of North Carolina at Chapel Hill, USA",1
"University of British Columbia, France",1
"Institute of Information Engineering，Chinese Academy of Sciences, China",1
"CNCERT/CC, China",1
"University of Chinese Academy of Sciences, China & Institute of Information Engineering, Chinese Academy of Sciences, China",1
"Teesside University, UK",1
"The University of Akron, USA",1
"Ohio State University, USA",1
"Google Research, USA",1
"Renming University of China, China",1
"Renmin University of CChina, China",1
"University of Glasgow, United Kingdom (Great Britain)",1
"State Key Lab of ASIC and System, Fudan University, China",1
"University of Illinois Urbana-Champaign, USA",1
"University of Bern, Switzerland",1
"Swiss Federal Institute of Technology Lausanne (EPFL), Switzerland",1
"University of Wisconsin-Madison, USA",1
"Beijing University of Post and Telecommunications, China",1
"Huawei Beijing Research Institute HI-SILICON Laboratory, China",1
"University of California, Berkeley, USA",1
"Hunan University, China & NA, China",1
"Chinese Academy of Science & Institute of Computing Technology, China",1
"Hunan University of Science and Technology, China",1
Jian Zheng and Huawei Huang,1
"University of Illinois, Urbana-Champaign, USA",1
"University of Illinois, Urbana Champaign, USA",1
"University of Massachusetts - Amherst, USA",1
"Shanghai Institute of Satellite Engineering, China",1
"University of Umass Amherst, China",1
Liming Luke Chen,1
"Microsoft Research Asia & University of Massachusetts Amherst, USA",1
"Ulster University, United Kingdom (Great Britain)",1
"Federal University of Pernambuco (UFPE), Brazil",1
"University of Minnesota & Nanjing Forestry University, China",1
"Bose, USA",1
"Nanjing Forestry University, China",1
"Peking University & Chinese Academy of Sciences, China",1
"Beijing Jiao Tong University, China",1
"Microsoft Research Asia, Hong Kong",1
"NVIDIA, China",1
"NVIDIA, USA",1
"Microsoft Research, USA",1
"Nanjing University, Vietnam",1
"Institute of Software, Chinese Academy of Sciences and Univerisity of Chinese Academy of Sciences",1
"Chinese Academy of Sciences & University of Chinese Academy of Sciences, China",1
"Institute of Software Chinese Academy of Science & University of Chinese Academy of Sciences, China",1
"Institute of Software, Chinese Academy of Sciences & University of Chinese Academy of Sciences, China",1
"US Army Research Laboratory & Massachusetts Institute of Technology, USA",1
"Hong Kong University of Science and Technology (Guangzhou) & Shanghai Reserach Center for Wireless Communications, China",1
"Beijing Institute of Technology & Jinan University, China",1
"Shanxi University, China",1
"Xi‘an Jiaotong University, China",1
"Shanghai Jiaotong University, Hong Kong",1
"National University off Singapore, Singapore",1
"Beihang University & Shanghai Enflame Technology Company Limited, China",1
"Shanghai Enflame Technology Company Limited & Chinese Academy of Sciences, China",1
"University Paris Dauphine, France",1
"Université Paris-Dauphine & Orange Innovation, France",1
"University of Maryland, USA",1
"Northeastern University & Institute for the Wireless Internet of Things, USA",1
"JINAN University, China",1
"The Hong Kong Polytechnic University, Afghanistan",1
"UNC Greensboro, USA",1
"Tianjin University of Finance and Economics, China",1
"SMBU, China & The University of British Columbia, Canada",1
"Tsinghua Shenzhen International Graduate School, China; Pengcheng Laboratory, China",1
"University at Albany -- SUNY, USA",1
"Hamilton College, USA",1
"University at Albany-SUNY, USA",1
"RMassachusetts Institute of Technology University, Australia",1
"University of Florida, USA",1
"Universidad Carlos III de Madrid & IMDEA Networks, Spain",1
"Microsoft Asia-Pacific Technology Co., Ltd., China",1
"Technion - Israel Institute of Technology, Israel",1
"INRIA, France",1
"Singapore University of Technology and Design (SUTD), Singapore",1
"Goerge Mason University, USA",1
"University of Alabama, Huntsville, USA",1
"Southwest Jiaotong University, China",1
"The Hong Kong University of Science and Technology (HKUST), China & University of Houston, USA",1
"China Telecom Research Institute, China",1
"Sichuan University & University of Minnesota, China",1
"State Grid Liaoning Electric Power Co., Ltd. Information & Communication Branch, China",1
"Beijing University of Posts and Telecommunications & State Key Laboratory of Networking & Switching Technology, China",1
"Beijing University of Posts and Telecommunications (BUPT), China",1
"University of Texas at El Paso, USA",1
"Samsung Electronics, Korea (South)",1
Xinchi Han,1
"Xi'an Jiaotong University, China & Shanghai Innovation Institute, China",1
"Shanghai Jiao Tong University & Zhongguancun Academy, China",1
"National Institute of Information and Communications Technology (NICT), Japan",1
China Unicom Co.Ltd,1
"CAS, China",1
"Research Institute, Runjian Co., Ltd., China",1
"NARI Group Corporation, State Grid Electric Power Research Institute, China",1
"Yeshiva University, USA",1
"Institute of Information Engineering, Chinese Academy of Sciences, China & School of Cyber Security, University of Chinese Academy of Sciences, China",1
"Budapest University of Technology and Economics, Hungary & Babes Bolyai University, Cluj Napoca, Romania",1
"School of Cyberspace Security, Beijing University of Posts and Telecommunications, China",1
Khandaker Foysal Haque and Francesca Meneghello,1
"United States Air Force, USA",1
"AFRL, USA",1
"Florida Atlantic University, USA",1
"Information Support Force Engineering University, China",1
"School of Software and Microelectronics. Peking University Beijing, China",1
"Nanchang University, China",1
"Nanchang University, Hong Kong",1
Jincheng Ding,1
"East China Normal University & Shanghai Innovation Institute, China",1
"East China Normal University, China & Shanghai Innovation Institute, China",1
"JiLin University, China",1
"Institute of Information Engineering, CAS, China & School of Cyber Security, University of Chinese Academy of Sciences, China",1
"Institute of Information Engineering, CAS, China",1
"National Computer Network Emergency Response Technical Team Coordination Center, China",1
"School of Cyber Security, University of Chinese Academy of Sciences, China",1
"Institute of Information Engineering, China Academy of Science, Beijing, China",1
"Aalto University, Finland",1
"National Institute of Informatics, Japan & Graduate University for Advanced Studies, Japan",1
"Hainan University, China",1
"Shanghai Maritime University, China",1
"CNAM, France",1
"Innovation Academy for Microsatellites of Chinese Academy of Sciences, China",1
"University of Shanghai for Science and Technology, China",1
"USTC, China",1
"InterDigital Inc., Canada",1
"InterDigital, Canada",1
"InterDigital Communications, USA",1
"InterDigital Communications Corp., USA",1
"InterDigital, USA",1
"Intel Labs, India",1
"Intel Labs, USA",1
"Aarhus University, Denmark",1
"Macao Polytechnic University, Macao",1
"Noah's Ark Lab, Huawei Technologies, China",1
"China Mobile (Suzhou) Software Technology, JiangSu, China",1
"Hangzhou Yugu Technology, China & Zhejiang Lab, China",1
"Towson University, USA",1
"Army Research Laboratory, USA",1
"Kunming University of Science and Technology, China",1
"Zhejiang University of Technology, China",1
"University of Bordeaux, CNRS, Bordeaux-INP, LaBRI, France",1
"Université Gustave Eiffel, France & USTTB, Mali",1
"CY Cergy Paris University, France",1
"Université de Poitiers, France",1
"University of Oslo, Norway",1
"COSYS, Université Gustave Eiffel, IFSTTAR, Univ Lille & Railenium, France",1
"Université de Bordeaux, France",1
"Nanjing University of Chinese Medicine, China",1
"Beijing University of Science and Technology, China",1
"University of South Carolina - Upstate, USA",1
"Université Paris Cité, France",1
"Kyung Hee University, Korea (South)",1
Yanhong Xu and Linchuan Tan,1
"Zhengzhou University of Light Industry, China",1
"Tokyo City University, Japan",1
"Shandong Technology and Business University, China & 山东工商学院, China",1
"Shandong Technology and Business University, China",1
"Beijing Normal University, China",1
"University of Bristol, United Kingdom (Great Britain)",1
"Università degli Studi di Palermo, Italy",1
"University of Palermo, Italy & CNIT Italian National Consortium for Telecommunications, Italy",1
Yuki Koizumi,1
"Shimane University, Japan",1
"Nokia Bell Labs, Belgium",1
"ShangHai Jiao Tong University, China",1
"National Key Lab for Novel Software Technology, Nanjing University, China",1
"Institute of China Electronic System Engineering, China",1
"School of Communications and Information Engineering, Nanjing University of Post, China",1
"Zhejiang University, China & Hefei University of Technology, China",1
"Yangzhou University, China",1
"General Motors, USA",1
"General Motors Global R&D & Michigan State University, USA",1
"Telefónica Scientific Research, Barcelona, Spain",1
Anna Prado and Susanne Stoeckeler,1
"Technische Universität München, Germany",1
"University of Oxford, United Kingdom (Great Britain)",1
"Penn State University, USA",1
"Jiangxing Intelligence, Hong Kong",1
"University of Niš, Serbia",1
"Samsung Electronics Co. Ltd, Korea (South)",1
"Whuhan University, China",1
"Osnabrück University, Germany",1
"University of Osnabrück, Germany",1
Azuka J. Chiejina,1
"NextG Wireless Lab, USA",1
"Mississippi State University, USA",1
"University of Manouba, Tunisia",1
"Naval Research Laboratory, USA",1
"Bytedance Inc., USA",1
Rudrapatna Vallabh Ramakanth and Eytan Modiano,1
"Korea University, Korea (South)",1
"The University of Arizona (USA) & University of Technology Sydney (UTS), Australia",1
"University of Technology Sydney, Australia",1
"University of Technology Sydney (UTS), Australia",1
"ShanDong University, China",1
"XIDIAN University, China",1
"Hanyang University, Korea (South)",1
"Hanyang University, Korea (South) & Other, Korea (South)",1
"Anhui University, China",1
"University of Seoul, Korea (South)",1
"ETRI, Korea (South)",1
"Dankook University, Korea (South)",1
"Shandong Universiy, China",1
"The Chinese University of Hong Kong, Shenzhen & Shenzhen Research Institute of Big Data, China",1
"Shenzhen Research Institute of Big Data, China",1
"University of Haifa, Israel",1
"The Hebrew University of Jerusalem, Israel",1
"Oberlin College, USA",1
"Beijing Institute of Technology, China & The University of Auckland, New Zealand",1
"The University of Auckland, New Zealand",1
"Beijing Institute of Technology, Beijing, China",1
"Beijing University of posts & Telecommunications, China",1
"China University of Petroleum & College of Computer and Communication Engineering, China",1
"China University of Petroleum East China - Qingdao Campus, China",1
Beihang University. China,1
"Southern Methodist University, USA",1
"Politecnico di Torino and CNIT, Italy",1
"China University of Petroleum (East China) & College of Oceanography and Space Informatics, China",1
"Northeastern University China, China",1
Luke Wilson,1
"Rensselaer Polytechnic Institute, USA",1
"QiAnXin Technology Group Co., Ltd., China",1
"A2 Labs LLC, USA",1
"Singapore-Massachusetts Institute of Technology Alliance for Research and Technology, Singapore",1
"University of Illinois, Urbana Champaign, USA & University of Illinois, USA",1
"University of Texas at Arlington, USA",1
"The University of Michigan-Dearborn, USA",1
Qinchen Guan,1
"LIRIS INSA Lyon, France",1
"Centre National de Recherche Scientifique (LIRIS CNRS), France",1
"UCLouvain, Belgium",1
"iExec Blockchain Tech, France",1
"California Institute of Technology, USA",1
"University of Science & Technology of China, China",1
"EURECOM, France",1
"University of Sharjah, United Arab Emirates & University of Bourgogne, France",1
"Eurecom, France",1
"China Telecom Co., China",1
"China Telecom Cloud Technology Co Ltd, China",1
"Shenzhen Smart City Communications Co., Ltd., China",1
"Shanghai Easun Technology Co., Ltd., China",1
"University of Southern California, USA & USC, USA",1
"University of Southern California, USA & Escuela Superior Politecnica del Litoral, Ecuador",1
"The Hong Kong Polytechnic University, Hong Kong & Southeast University, China",1
Vincent W.S. Wong,1
"Inria Lyon, France",1
Texas State University,1
Nokia TECSS,1
Nokia,1
Nokia XR Lab,1
Adaptive streaming of 3D content for web-based virtual reality: an open-source prototype including several metrics and strategies,1
Red Hat and Karlstad University,1
Karlstad University,1
Ademola Ikusan,1
UCL,1
Nokia Technologies,1
University of Duisburg Essen,1
CEFET,1
Brunel,1
Fluminense Federal University,1
AT&T Labs -- Research,1
"Worcester Polytechnic Institute, USA",1
Ateme S.A.,1
Hasselt University - tUL - Flanders Make - EDM,1
Fraunhofer FOKUS,1
Friedrich-Alexander-Universität Erlangen-Nürnberg,1
Bitmovin,1
Fraunhofer HHI,1
Sungkyunkwan University (SKKU),1
The University of Mississippi,1
AI2Robotics,1
Inria,1
Ozyegin University,1
Aalto University and University of Helsinki,1
Miami University,1
D. Rincón,1
G. Jalabert,1
F. Principi,1
University of the Arts London,1
Danger Detection and Cloud-Based Vocal Assistance System for Visually Impaired Users Using Meta Quest 3,1
Grégory Jalabert,1
"City University of Hong Kong, and Alibaba DAMO Academy",1
Alibaba DAMO Academy,1
Shanghai University,1
"AsiaInfo Technologies (China), Inc.",1
Shubham Deshmukh,1
Politecnico di Milano and RI.SE Sweden,1
Accenture,1
University of Wisconsin -- Madison,1
"Sungkyunkwan University, Samsung Electronics",1
Gachon University,1
Samsung Electronics,1
